Account,Organization,Program,Transaction Date,Type,Document,Description,Commit Type,Fund,Column1,Column2,Activity Date,Field,Amount,Increase/Decrease,FY,Account Category,Account Desc
926790,31211,103,8/22/2022 8:32,F17,F0137427,BKST-UNV-OF-NC-WGTON#2820,U,214282,,,8/21/2022 23:59,YTD,13.58,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,103,8/2/2022 11:14,PORD,P0167922,"Regency Office Products, LLC",U,213901,,,8/2/2022 11:11,ENC,21,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,103,8/2/2022 11:14,PORD,P0167922,"Regency Office Products, LLC",U,213901,,,8/2/2022 11:11,ENC,38,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,103,8/2/2022 11:14,PORD,P0167922,"Regency Office Products, LLC",U,213901,,,8/2/2022 11:11,ENC,38,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,103,8/2/2022 11:14,PORD,P0167922,"Regency Office Products, LLC",U,213901,,,8/2/2022 11:11,ENC,172.5,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,103,8/2/2022 11:14,PORD,P0167922,"Regency Office Products, LLC",U,213901,,,8/2/2022 11:11,ENC,172.5,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,103,8/2/2022 11:14,PORD,P0167922,"Regency Office Products, LLC",U,213901,,,8/2/2022 11:11,ENC,24,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,103,8/2/2022 11:14,PORD,P0167922,"Regency Office Products, LLC",U,213901,,,8/2/2022 11:11,ENC,48,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,103,8/2/2022 11:14,PORD,P0167922,"Regency Office Products, LLC",U,213901,,,8/2/2022 11:11,ENC,98.75,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,103,8/2/2022 11:14,PORD,P0167922,"Regency Office Products, LLC",U,213901,,,8/2/2022 11:11,ENC,117.5,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,103,8/2/2022 11:14,PORD,P0167922,"Regency Office Products, LLC",U,213901,,,8/2/2022 11:11,ENC,261,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31200,152,11/17/2022 12:41,POCL,*0035847,Close PO P0156311,U,215251,,,11/17/2022 12:40,ENC,-3620,-,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,10/21/2022 12:11,POBC,*0035610,Batch Close PO P0167922,U,215301,,,10/21/2022 0:00,ENC,0,-,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,10/21/2022 12:11,POBC,*0035610,Batch Close PO P0167922,U,215301,,,10/21/2022 0:00,ENC,0,-,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,10/21/2022 12:11,POBC,*0035610,Batch Close PO P0167922,U,215301,,,10/21/2022 0:00,ENC,0,-,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,10/21/2022 12:11,POBC,*0035610,Batch Close PO P0167922,U,215301,,,10/21/2022 0:00,ENC,0,-,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,10/21/2022 12:11,POBC,*0035610,Batch Close PO P0167922,U,215301,,,10/21/2022 0:00,ENC,0,-,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,10/21/2022 12:11,POBC,*0035610,Batch Close PO P0167922,U,215301,,,10/21/2022 0:00,ENC,0,-,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,10/21/2022 12:11,POBC,*0035610,Batch Close PO P0167922,U,215301,,,10/21/2022 0:00,ENC,0,-,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,10/21/2022 12:11,POBC,*0035610,Batch Close PO P0167922,U,215301,,,10/21/2022 0:00,ENC,0,-,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,10/21/2022 12:11,POBC,*0035610,Batch Close PO P0167922,U,215301,,,10/21/2022 0:00,ENC,0,-,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,10/21/2022 12:11,POBC,*0035610,Batch Close PO P0167922,U,215301,,,10/21/2022 0:00,ENC,0,-,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,10/14/2022 12:50,INEI,U0257586,"Regency Office Products, LLC",U,215301,,,10/14/2022 12:47,ENC,-261,-,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,10/14/2022 12:50,INEI,U0257586,"Regency Office Products, LLC",U,215301,,,10/14/2022 12:47,ENC,-24,-,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,10/14/2022 12:50,INEI,U0257586,"Regency Office Products, LLC",U,215301,,,10/14/2022 12:47,YTD,25.67,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,10/14/2022 12:50,INEI,U0257586,"Regency Office Products, LLC",U,215301,,,10/14/2022 12:47,YTD,439.58,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,10/14/2022 7:08,INEI,U0259093,"Regency Office Products, LLC",U,215301,,,10/14/2022 7:05,ENC,-172.5,-,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,10/14/2022 7:08,INEI,U0259093,"Regency Office Products, LLC",U,215301,,,10/14/2022 7:05,ENC,-38,-,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,10/14/2022 7:08,INEI,U0259093,"Regency Office Products, LLC",U,215301,,,10/14/2022 7:05,ENC,-38,-,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,10/14/2022 7:08,INEI,U0259093,"Regency Office Products, LLC",U,215301,,,10/14/2022 7:05,YTD,38,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,10/14/2022 7:08,INEI,U0259093,"Regency Office Products, LLC",U,215301,,,10/14/2022 7:05,YTD,38,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,10/14/2022 7:08,INEI,U0259093,"Regency Office Products, LLC",U,215301,,,10/14/2022 7:05,YTD,172.5,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,10/14/2022 7:08,INEI,U0259093,"Regency Office Products, LLC",U,215301,,,10/14/2022 7:05,ENC,-172.5,-,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,10/14/2022 7:08,INEI,U0259093,"Regency Office Products, LLC",U,215301,,,10/14/2022 7:05,YTD,172.5,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,10/14/2022 7:02,INEI,U0257285,"Regency Office Products, LLC",U,215301,,,10/14/2022 6:59,ENC,-21,-,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,10/14/2022 7:02,INEI,U0257285,"Regency Office Products, LLC",U,215301,,,10/14/2022 6:59,YTD,21.95,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,10/14/2022 7:02,INEI,U0257360,"Regency Office Products, LLC",U,215301,,,10/14/2022 7:00,ENC,-98.75,-,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,10/14/2022 7:02,INEI,U0257360,"Regency Office Products, LLC",U,215301,,,10/14/2022 7:00,ENC,-48,-,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,10/14/2022 7:02,INEI,U0257360,"Regency Office Products, LLC",U,215301,,,10/14/2022 7:00,YTD,49.91,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,10/14/2022 7:02,INEI,U0257360,"Regency Office Products, LLC",U,215301,,,10/14/2022 7:00,YTD,102.68,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,10/14/2022 7:02,INEI,U0257285,"Regency Office Products, LLC",U,215301,,,10/14/2022 6:59,ENC,-117.5,-,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,10/14/2022 7:02,INEI,U0257285,"Regency Office Products, LLC",U,215301,,,10/14/2022 6:59,YTD,122.8,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,9/30/2022 14:41,POBC,*0035485,Batch Close PO P0167537,U,215301,,,9/30/2022 0:00,ENC,0,-,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,9/30/2022 14:41,POBC,*0035485,Batch Close PO P0167537,U,215301,,,9/30/2022 0:00,ENC,0,-,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,9/8/2022 17:53,INEI,U0255770,"Regency Office Products, LLC",U,215301,,,9/8/2022 17:51,ENC,-517.5,-,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,9/8/2022 17:53,INEI,U0255770,"Regency Office Products, LLC",U,215301,,,9/8/2022 17:51,ENC,-30,-,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,9/8/2022 17:53,INEI,U0255770,"Regency Office Products, LLC",U,215301,,,9/8/2022 17:51,YTD,33.89,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,9/8/2022 17:53,INEI,U0255770,"Regency Office Products, LLC",U,215301,,,9/8/2022 17:51,YTD,584.55,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,8/2/2022 11:14,PORD,P0167922,"Regency Office Products, LLC",U,215301,,,8/2/2022 11:11,ENC,38,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,8/2/2022 11:14,PORD,P0167922,"Regency Office Products, LLC",U,215301,,,8/2/2022 11:11,ENC,21,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,8/2/2022 11:14,PORD,P0167922,"Regency Office Products, LLC",U,215301,,,8/2/2022 11:11,ENC,38,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,8/2/2022 11:14,PORD,P0167922,"Regency Office Products, LLC",U,215301,,,8/2/2022 11:11,ENC,172.5,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,8/2/2022 11:14,PORD,P0167922,"Regency Office Products, LLC",U,215301,,,8/2/2022 11:11,ENC,172.5,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,8/2/2022 11:14,PORD,P0167922,"Regency Office Products, LLC",U,215301,,,8/2/2022 11:11,ENC,24,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,8/2/2022 11:14,PORD,P0167922,"Regency Office Products, LLC",U,215301,,,8/2/2022 11:11,ENC,48,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,8/2/2022 11:14,PORD,P0167922,"Regency Office Products, LLC",U,215301,,,8/2/2022 11:11,ENC,98.75,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,8/2/2022 11:14,PORD,P0167922,"Regency Office Products, LLC",U,215301,,,8/2/2022 11:11,ENC,117.5,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,8/2/2022 11:14,PORD,P0167922,"Regency Office Products, LLC",U,215301,,,8/2/2022 11:11,ENC,261,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,7/21/2022 14:02,PORD,P0167537,"Regency Office Products, LLC",U,215301,,,7/21/2022 13:59,ENC,30,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31230,152,7/21/2022 14:02,PORD,P0167537,"Regency Office Products, LLC",U,215301,,,7/21/2022 13:59,ENC,517.5,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31200,152,7/19/2022 10:25,E090,ENCR2203,ENCUMBRANCE ROLL,U,215251,,,7/1/2022 23:59,ENC,3620,+,2023,Purchased Services,Misc Advertising/Promotional Items
926790,31260,160,10/14/2022 16:35,F17,F0139031,TXN00333646 BKSTUNVOFNCWGTON2820,U,216260,,,10/14/2022 16:00,YTD,74.88,+,2023,Purchased Services,Misc Advertising/Promotional Items
928530,31230,101,11/18/2022 14:35,F17,F0140045,TXN00336736 KAPLANDEARBORNPPI,U,141068,,,11/18/2022 14:30,YTD,1459.68,+,2023,Purchased Services,Registration Fees-Non Travel Status
928530,31230,101,11/14/2022 19:47,CR9,F0139958,82422,U,125512,,,11/14/2022 19:01,YTD,480,+,2023,Purchased Services,Registration Fees-Non Travel Status
928530,31260,101,10/31/2022 19:41,M01,F0139526,MINOO MODARESNEZHAD REGISTRATI,U,11F016,,,10/31/2022 23:59,YTD,-350,-,2023,Purchased Services,Registration Fees-Non Travel Status
928530,31283,101,10/13/2022 10:35,F17,F0138998,INFORMATION SYSTEMS,U,125260,,,10/13/2022 10:30,YTD,350,+,2023,Purchased Services,Registration Fees-Non Travel Status
928530,31230,101,9/7/2022 19:41,CR9,F0137975,ference Justin Dowd Virtual Confere,U,141068,,,9/7/2022 19:00,YTD,350,+,2023,Purchased Services,Registration Fees-Non Travel Status
928530,31230,101,9/1/2022 19:44,CR9,F0137860,090122 Virtual Conference Fee,U,141071,,,9/1/2022 19:00,YTD,280,+,2023,Purchased Services,Registration Fees-Non Travel Status
928530,31230,101,8/18/2022 19:41,CR9,F0137356,#NAME?,U,125520,,,8/18/2022 19:01,YTD,595,+,2023,Purchased Services,Registration Fees-Non Travel Status
928530,31283,101,8/8/2022 19:38,CR9,F0137008,22-2022 GlobalLeadershipSummit,U,125260,,,8/8/2022 19:00,YTD,99,+,2023,Purchased Services,Registration Fees-Non Travel Status
928530,31200,101,7/13/2022 19:41,CR9,F0136149,73769 L. Kline NCDA Virtual Confere,U,125615,,,7/13/2022 19:00,YTD,450,+,2023,Purchased Services,Registration Fees-Non Travel Status
928530,31230,101,7/11/2022 19:50,CR9,F0136092,#NAME?,U,125520,,,7/11/2022 19:00,YTD,25,+,2023,Purchased Services,Registration Fees-Non Travel Status
928530,31200,101,7/7/2022 20:02,CR9,F0135969,73633 K. Hopkins NCDA Virtual Confe,U,125615,,,7/7/2022 19:00,YTD,450,+,2023,Purchased Services,Registration Fees-Non Travel Status
928530,31200,101,7/7/2022 20:02,CR9,F0135969,73651 S. Kesler NCDA Virtual Confer,U,125615,,,7/7/2022 19:00,YTD,450,+,2023,Purchased Services,Registration Fees-Non Travel Status
928530,31291,142,7/19/2022 12:11,J020,BDRL2201,BUDGET CARRY FORWARD,U,583320,,,7/1/2022 23:59,OBD,-2709.5,-,2023,Purchased Services,Registration Fees-Non Travel Status
928530,31291,142,7/19/2022 12:10,J020,BDRL2201,BUDGET CARRY FORWARD,U,582910,,,7/1/2022 23:59,OBD,-1211.75,-,2023,Purchased Services,Registration Fees-Non Travel Status
928530,31291,142,7/19/2022 12:09,J020,BDRL2201,BUDGET CARRY FORWARD,U,581980,,,7/1/2022 23:59,OBD,-3225,-,2023,Purchased Services,Registration Fees-Non Travel Status
928530,31200,152,11/7/2022 12:35,F17,F0139730,TXN00335724 TRAININNGLLC,U,152450,,,11/7/2022 11:00,YTD,500,+,2023,Purchased Services,Registration Fees-Non Travel Status
928530,31200,152,7/22/2022 8:35,F17,F0136441,TRAININNG LLC,U,152450,,,7/21/2022 23:59,YTD,150,+,2023,Purchased Services,Registration Fees-Non Travel Status
929200,31230,101,10/5/2022 19:44,CR9,F0138765,13-6046 CSCA Certification/Exam - G,U,125520,,,10/5/2022 19:01,YTD,225,+,2023,Purchased Services,Employee Educ Exp
929200,31241,101,7/6/2022 19:41,CR9,F0135899,6182022 NC CLE Continuing Ed - Hoga,U,125100,,,7/6/2022 19:00,YTD,109,+,2023,Purchased Services,Employee Educ Exp
929200,31230,101,7/6/2022 19:41,CR9,F0135899,6212022 CPE s - Continuing Ed - Mau,U,125520,,,7/6/2022 19:00,YTD,149,+,2023,Purchased Services,Employee Educ Exp
930000,31260,101,11/28/2022 9:32,R01,J0165933,move to cover expenses MMC,U,11F016,,,11/28/2022 9:29,OBD,100,+,2023,Supplies and Materials,#N/A
930000,31200,101,11/10/2022 16:32,R01,J0165669,AiM building work orders,U,125615,,,11/10/2022 16:27,OBD,-2000,-,2023,Supplies and Materials,#N/A
930000,31200,101,11/9/2022 10:35,R01,J0165617,Mv Budget to cvr Exp SHB,U,125620,,,11/9/2022 10:30,OBD,-1596,-,2023,Supplies and Materials,#N/A
930000,31260,101,10/31/2022 16:53,R01,J0165363,Moved to cover negative KRB,U,125400,,,10/31/2022 16:49,OBD,2000,+,2023,Supplies and Materials,#N/A
930000,31283,101,10/21/2022 13:41,R01,J0165121,Staples Order sd,U,125260,,,10/21/2022 13:35,OBD,3000,+,2023,Supplies and Materials,#N/A
930000,31230,101,10/17/2022 16:35,R03,F0139100,decr budget to fund scholarships,U,141068,,,10/17/2022 16:00,OBD,-1000,-,2023,Supplies and Materials,#N/A
930000,31210,101,10/5/2022 10:44,R01,J0164786,"telephone, bgh",U,125605,,,10/5/2022 10:41,OBD,0.5,+,2023,Supplies and Materials,#N/A
930000,31210,101,10/5/2022 10:41,R01,J0164785,"telephone, bgh",U,125605,,,10/5/2022 10:23,OBD,-10,-,2023,Supplies and Materials,#N/A
930000,31210,101,10/4/2022 14:17,R01,J0164758,"telephone, bgh",U,125605,,,10/4/2022 14:14,OBD,-0.5,-,2023,Supplies and Materials,#N/A
930000,31210,101,10/4/2022 14:14,R01,J0164755,"telephone, bgh",U,125605,,,10/4/2022 14:10,OBD,-520,-,2023,Supplies and Materials,#N/A
930000,31230,101,10/4/2022 14:11,R01,J0164753,"cvr office supplies, bgh",U,125520,,,10/4/2022 14:06,OBD,-5,-,2023,Supplies and Materials,#N/A
930000,31200,101,10/4/2022 14:05,R01,J0164752,"recruit travel, bgh",U,125620,,,10/4/2022 13:58,OBD,-30,-,2023,Supplies and Materials,#N/A
930000,31241,101,10/4/2022 13:59,R01,J0164751,"CPA renewal fees, bgh",U,125100,,,10/4/2022 13:47,OBD,-300,-,2023,Supplies and Materials,#N/A
930000,31260,101,10/4/2022 8:56,R01,J0164731,move to cover expenses MMC,U,11F016,,,10/4/2022 8:54,OBD,5766,+,2023,Supplies and Materials,#N/A
930000,31260,101,9/23/2022 17:20,R01,J0164511,Moved to cover negative BEP,U,125400,,,9/23/2022 17:16,OBD,1000,+,2023,Supplies and Materials,#N/A
930000,31200,101,9/22/2022 11:05,R01,J0164477,Mv Budget to cvr exp SHB,U,125620,,,9/22/2022 11:01,OBD,-771,-,2023,Supplies and Materials,#N/A
930000,31200,101,9/20/2022 13:44,R01,J0164425,"Technology install in CH105, CG1008",U,125615,,,9/20/2022 13:37,OBD,-6000,-,2023,Supplies and Materials,#N/A
930000,31280,101,9/20/2022 11:20,R01,J0164422,PurchaseOfficeSuppliesForFaculty,U,125200,,,9/20/2022 11:16,OBD,5000,+,2023,Supplies and Materials,#N/A
930000,31200,101,9/14/2022 16:05,R05,J0164302,move temp for supplies MMC (sh),U,125981,,,9/14/2022 15:54,OBD,-75000,-,2023,Supplies and Materials,#N/A
930000,31200,101,9/1/2022 13:44,R01,J0164060,photocopy and telephone charges,U,125615,,,9/1/2022 13:38,OBD,-1500,-,2023,Supplies and Materials,#N/A
930000,31200,101,8/24/2022 9:20,R01,J0163843,Mv to cover expense in 920000 shb,U,125620,,,8/24/2022 9:13,OBD,-1428,-,2023,Supplies and Materials,#N/A
930000,31230,101,8/11/2022 16:35,R03,F0137102,Est FY23 Bdgt MPA Diff Tuition_101,U,141069,,,8/11/2022 16:30,OBD,7438,+,2023,Supplies and Materials,#N/A
930000,31200,101,8/11/2022 10:56,R01,J0163602,mv budget fund clean up SHB,U,125620,,,8/11/2022 10:51,OBD,2000,+,2023,Supplies and Materials,#N/A
930000,31283,101,8/10/2022 10:08,R01,J0163550,Office Supplies sd,U,125260,,,8/10/2022 10:03,OBD,3000,+,2023,Supplies and Materials,#N/A
930000,31200,101,8/2/2022 9:23,R01,J0163384,move funds from 93X to 92X  NYC,U,125620,,,8/2/2022 9:17,OBD,-1000,-,2023,Supplies and Materials,#N/A
930000,31230,101,7/25/2022 14:35,R03,F0136547,Est FY23 Bdgt MSFIN Diff Tuit_101,U,141072,,,7/25/2022 14:30,OBD,29437,+,2023,Supplies and Materials,#N/A
930000,31230,101,7/25/2022 14:35,R03,F0136546,Est FY23 Bdgt MSBAN Diff Tuition101,U,141071,,,7/25/2022 14:30,OBD,45000,+,2023,Supplies and Materials,#N/A
930000,31230,101,7/25/2022 14:35,R03,F0136545,Est FY23 Bdgt OMBA Diff Tuit_101,U,141068,,,7/25/2022 14:30,OBD,120000,+,2023,Supplies and Materials,#N/A
930000,31230,101,7/25/2022 14:35,R03,F0136543,Est FY23 Bdgt MSA Diff Tuition_101,U,125520,,,7/25/2022 14:30,OBD,5850,+,2023,Supplies and Materials,#N/A
930000,31230,101,7/25/2022 14:35,R03,F0136541,Est FY23 Bdgt MCCSIS Diff Tuit_101,U,125512,,,7/25/2022 14:30,OBD,400,+,2023,Supplies and Materials,#N/A
930000,31230,101,7/25/2022 14:35,R03,F0136540,Est FY23 Bdgt PMBA Diff Tuition_101,U,125510,,,7/25/2022 14:30,OBD,5920,+,2023,Supplies and Materials,#N/A
930000,31200,101,7/25/2022 9:29,R01,J0163176,CSB Advising Conference,U,125615,,,7/25/2022 9:25,OBD,-9000,-,2023,Supplies and Materials,#N/A
930000,31260,101,7/20/2022 17:05,R01,J0163137,Moved for Computrace -KRB,U,125400,,,7/20/2022 17:01,OBD,-100,-,2023,Supplies and Materials,#N/A
930000,31280,101,7/19/2022 16:29,R01,J0163112,move to cover supplies MMC,U,125200,,,7/19/2022 16:27,OBD,2000,+,2023,Supplies and Materials,#N/A
930000,31250,101,7/19/2022 16:20,R01,J0163111,move to cover supplies MMC,U,125300,,,7/19/2022 16:18,OBD,-300,-,2023,Supplies and Materials,#N/A
930000,31260,101,7/19/2022 10:41,B05,J0163083,Original budget - CAJ,U,584950,,,7/19/2022 10:35,OBD,675,+,2023,Supplies and Materials,#N/A
930000,31260,101,7/13/2022 14:26,R01,J0162986,Moved to cover purchases KRB,U,125400,,,7/13/2022 14:19,OBD,1000,+,2023,Supplies and Materials,#N/A
930000,31200,101,7/11/2022 18:32,R23,F0136064,CSB-FY23-01,U,125981,,,7/11/2022 18:00,OBD,22000,+,2023,Supplies and Materials,#N/A
930000,31200,101,7/11/2022 18:32,R23,F0136064,CSB-FY23-01,U,125615,,,7/11/2022 18:00,OBD,22500,+,2023,Supplies and Materials,#N/A
930000,31200,101,5/20/2022 9:02,R01,J0161208,Suite 124 furniture AO reverse,U,125981,,,7/1/2022 0:00,OBD,27418.47,+,2023,Supplies and Materials,#N/A
930000,31200,101,5/19/2022 13:21,R01,J0161196,MGT and Dean's suite laptops AO,U,125981,,,7/1/2022 0:00,OBD,-3000,-,2023,Supplies and Materials,#N/A
930000,31200,101,5/19/2022 13:06,R01,J0161194,Suite 124 furniture AO,U,125981,,,7/1/2022 0:00,OBD,-27418.47,-,2023,Supplies and Materials,#N/A
930000,31283,101,5/9/2022 12:02,B07,L0000032,2022-23 Original BD Budget,U,125260,,,7/1/2022 0:00,OBD,266,+,2023,Supplies and Materials,#N/A
930000,31280,101,5/9/2022 12:02,B07,L0000032,2022-23 Original BD Budget,U,125200,,,7/1/2022 0:00,OBD,1027,+,2023,Supplies and Materials,#N/A
930000,31260,101,5/9/2022 12:02,B07,L0000032,2022-23 Original BD Budget,U,125400,,,7/1/2022 0:00,OBD,149,+,2023,Supplies and Materials,#N/A
930000,31210,101,5/9/2022 12:02,B07,L0000032,2022-23 Original BD Budget,U,125605,,,7/1/2022 0:00,OBD,1000,+,2023,Supplies and Materials,#N/A
930000,31241,101,5/9/2022 12:02,B07,L0000032,2022-23 Original BD Budget,U,125100,,,7/1/2022 0:00,OBD,2709,+,2023,Supplies and Materials,#N/A
930000,31250,101,5/9/2022 12:02,B07,L0000032,2022-23 Original BD Budget,U,125300,,,7/1/2022 0:00,OBD,3384,+,2023,Supplies and Materials,#N/A
930000,31200,101,5/9/2022 12:02,B07,L0000032,2022-23 Original BD Budget,U,141022,,,7/1/2022 0:00,OBD,2000,+,2023,Supplies and Materials,#N/A
930000,31200,101,5/9/2022 12:02,B07,L0000032,2022-23 Original BD Budget,U,125615,,,7/1/2022 0:00,OBD,5000,+,2023,Supplies and Materials,#N/A
930000,31200,101,5/9/2022 12:02,B07,L0000032,2022-23 Original BD Budget,U,125981,,,7/1/2022 0:00,OBD,73364,+,2023,Supplies and Materials,#N/A
930000,31230,103,10/20/2022 9:08,R02,J0165071,Mv Budget to cvr expense SHB,U,213901,,,10/20/2022 8:57,OBD,-618,-,2023,Supplies and Materials,#N/A
930000,31230,103,9/28/2022 11:38,R02,J0164582,Mv budget to cvr expense SHB,U,213901,,,9/28/2022 11:35,OBD,-874,-,2023,Supplies and Materials,#N/A
930000,31230,103,9/22/2022 11:23,R02,J0164484,Mv Budget to cvr exp SHB,U,213901,,,9/22/2022 11:18,OBD,-2696,-,2023,Supplies and Materials,#N/A
930000,31230,103,9/8/2022 10:56,R02,J0164177,Mv Bdgt to cvr expense SHB,U,213901,,,9/8/2022 10:44,OBD,-997,-,2023,Supplies and Materials,#N/A
930000,31230,103,7/21/2022 11:14,R02,J0163153,Mv Budget to cvr Exp. SHB,U,213901,,,7/21/2022 11:07,OBD,-1764,-,2023,Supplies and Materials,#N/A
930000,31211,103,6/29/2022 12:32,B01,F0135470,Establish FY 22-23 budget,U,214282,,,7/1/2022 0:00,OBD,15500,+,2023,Supplies and Materials,#N/A
930000,31230,103,6/29/2022 12:32,B01,F0135462,Establish FY 22-23 budget,U,213901,,,7/1/2022 0:00,OBD,37793,+,2023,Supplies and Materials,#N/A
930000,31250,110,10/27/2022 12:32,R03,F0139408,Est Prog 110 Carryforward in FY23,U,148014,,,10/27/2022 11:00,OBD,96,+,2023,Supplies and Materials,#N/A
930000,31260,110,10/19/2022 16:05,B05,J0165059,Original Budget - CAJ,U,585550,,,10/19/2022 15:59,OBD,47183.87,+,2023,Supplies and Materials,#N/A
930000,31250,110,7/19/2022 12:08,J020,BDRL2201,BUDGET CARRY FORWARD,U,580760,,,7/1/2022 23:59,OBD,5076,+,2023,Supplies and Materials,#N/A
930000,31291,142,7/19/2022 12:13,J020,BDRL2201,BUDGET CARRY FORWARD,U,584990,,,7/1/2022 23:59,OBD,1500,+,2023,Supplies and Materials,#N/A
930000,31291,142,7/19/2022 12:11,J020,BDRL2201,BUDGET CARRY FORWARD,U,583320,,,7/1/2022 23:59,OBD,1200,+,2023,Supplies and Materials,#N/A
930000,31291,142,7/19/2022 12:10,J020,BDRL2201,BUDGET CARRY FORWARD,U,582910,,,7/1/2022 23:59,OBD,700,+,2023,Supplies and Materials,#N/A
930000,31291,142,7/19/2022 12:09,J020,BDRL2201,BUDGET CARRY FORWARD,U,581980,,,7/1/2022 23:59,OBD,1800,+,2023,Supplies and Materials,#N/A
930000,31230,152,10/26/2022 8:32,R02,J0165216,Mv Budget for expenses SHB,U,215303,,,10/26/2022 8:25,OBD,-1750,-,2023,Supplies and Materials,#N/A
930000,31200,152,7/11/2022 18:32,R23,F0136064,CSB-FY23-01,U,152450,,,7/11/2022 18:00,OBD,5000,+,2023,Supplies and Materials,#N/A
930000,31230,152,6/29/2022 12:35,B01,F0135478,Establish FY 22-23 budget,U,215301,,,7/1/2022 0:00,OBD,5000,+,2023,Supplies and Materials,#N/A
930000,31230,152,6/29/2022 12:35,B01,F0135479,Establish FY 22-23 budget,U,215303,,,7/1/2022 0:00,OBD,1750,+,2023,Supplies and Materials,#N/A
932100,31200,101,7/13/2022 19:41,CR9,F0136149,062122 Jane Bailey YEP reimbursemen,U,637020,,,7/13/2022 19:00,YTD,114.95,+,2023,Supplies and Materials,Household Supplies  
932120,31283,101,11/28/2022 11:41,POBC,*0035945,Batch Close PO P0170752,U,212546,,,11/28/2022 0:00,ENC,0,-,2023,Supplies and Materials,Clothing & Uniforms
932120,31283,101,11/17/2022 17:38,INEI,U0261498,Creative Ads Screenprinting LLC,U,212546,,,11/17/2022 17:35,ENC,-36,-,2023,Supplies and Materials,Clothing & Uniforms
